"Country","year","on_ART_rate","on_ART_num","prevalence_num","incidence_num","incidence_rate","mortality_rate","mortality_num"
"Global","2022",70.1111111111111,26122222.2222222,37355555.5555556,1511111.11111111,0.196666666666667,0.0911111111111111,705555.555555556
"Global","2023",70.4814814814815,26329629.6296296,37407407.4074074,1514814.81481481,0.195555555555556,0.0914814814814815,700740.740740741
"Global","2024",69.641975308642,25939506.1728395,37309876.5432099,1519753.08641975,0.197407407407407,0.0919753086419753,707654.320987654
"Global","2025",70.0781893004115,26130452.6748971,37357613.1687243,1515226.33744856,0.196543209876543,0.091522633744856,704650.205761317
"Greece","2010",42,4486,11000,1200,0.1,0.01,100
"Greece","2011",43,4969,12000,1100,0.1,0.01,100
"Greece","2012",44,5547,12000,1000,0.09,0.01,100
"Greece","2013",48,6283,13000,1000,0.08,0.01,100
"Greece","2014",51,6983,14000,1000,0.06,0.01,100
"Greece","2015",55,7822,14000,1000,0.05,0.01,100
"Greece","2016",60,8667,14000,500,0.04,0.01,100
"Greece","2017",62,9220,15000,500,0.04,0.01,100
"Greece","2018",66,10028,15000,1000,0.05,0.01,100
"Greece","2019",67,10640,16000,1000,0.07,0.01,100
"Greece","2020",67,11129,17000,1000,0.09,0.01,100
"Greece","2021",66.6666666666667,10599,16000,1000,0.07,0.01,100
"Greece","2022",66.8888888888889,10789.3333333333,16333.3333333333,1000,0.0766666666666667,0.01,100
"Greece","2023",66.8518518518519,10839.1111111111,16444.4444444444,1000,0.0788888888888889,0.01,100
"Greece","2024",66.8024691358025,10742.4814814815,16259.2592592593,1000,0.0751851851851852,0.01,100
"Greece","2025",66.8477366255144,10790.3086419753,16345.6790123457,1000,0.0769135802469136,0.01,100
"Guatemala","2010",35,12053,34000,1600,0.12,0.06,1000
"Guatemala","2011",39,13585,35000,1400,0.1,0.06,1000
"Guatemala","2012",44,15136,35000,1300,0.09,0.06,1000
"Guatemala","2013",47,16398,35000,1100,0.08,0.06,1000
"Guatemala","2014",49,16876,35000,1000,0.07,0.06,1000
"Guatemala","2015",47,16370,35000,1000,0.07,0.06,1000
"Guatemala","2016",48,16641,34000,1000,0.06,0.07,1000
"Guatemala","2017",53,17872,34000,1000,0.06,0.07,1100
"Guatemala","2018",59,19723,34000,1000,0.05,0.06,1000
"Guatemala","2019",63,20926,33000,1000,0.05,0.05,1000
"Guatemala","2020",64,21113,33000,1000,0.05,0.04,1000
"Guatemala","2021",62,20587.3333333333,33333.3333333333,1000,0.05,0.05,1000
"Guatemala","2022",63,20875.4444444444,33111.1111111111,1000,0.05,0.0466666666666667,1000
"Guatemala","2023",63,20858.5925925926,33148.1481481482,1000,0.05,0.0455555555555556,1000
"Guatemala","2024",62.6666666666667,20773.7901234568,33197.5308641975,1000,0.05,0.0474074074074074,1000
"Guatemala","2025",62.8888888888889,20835.9423868313,33152.2633744856,1000,0.05,0.0465432098765432,1000
"Guinea","2010",22,19883,92000,8000,0.82,0.39,3900
"Guinea","2011",24,23047,95000,7500,0.75,0.35,3600
"Guinea","2012",29,27685,97000,7200,0.71,0.33,3500
"Guinea","2013",29,28248,99000,6500,0.62,0.3,3200
"Guinea","2014",32,32331,1e+05,6900,0.65,0.3,3400
"Guinea","2015",34,34774,1e+05,7100,0.65,0.32,3700
"Guinea","2016",35,37321,110000,6900,0.61,0.32,3700
"Guinea","2017",38,41508,110000,6900,0.59,0.32,3900
"Guinea","2018",44,48574,110000,6400,0.54,0.32,3900
"Guinea","2019",53,59189,110000,6000,0.49,0.27,3400
"Guinea","2020",49,55993,110000,5300,0.42,0.25,3300
"Guinea","2021",48.6666666666667,54585.3333333333,110000,5900,0.483333333333333,0.28,3533.33333333333
"Guinea","2022",50.2222222222222,56589.1111111111,110000,5733.33333333333,0.464444444444444,0.266666666666667,3411.11111111111
"Guinea","2023",49.2962962962963,55722.4814814815,110000,5644.44444444444,0.455925925925926,0.265555555555556,3414.81481481482
"Guinea","2024",49.3950617283951,55632.3086419753,110000,5759.25925925926,0.467901234567901,0.270740740740741,3453.08641975309
"Guinea","2025",49.6378600823045,55981.3004115226,110000,5712.34567901235,0.462757201646091,0.267654320987654,3426.33744855967
"Guinea-Bissau","2010",11,3813,36000,3200,2.24,1.4,2100
"Guinea-Bissau","2011",14,5104,37000,3000,2.06,1.36,2100
"Guinea-Bissau","2012",17,6470,37000,2800,1.85,1.25,2000
"Guinea-Bissau","2013",18,6913,38000,2600,1.64,1.13,1800
"Guinea-Bissau","2014",22,8127,38000,2200,1.41,1.11,1900
"Guinea-Bissau","2015",25,9480,38000,2200,1.35,1.09,1900
"Guinea-Bissau","2016",31,11860,38000,2200,1.3,1.04,1800
"Guinea-Bissau","2017",32,11985,38000,2000,1.18,0.95,1700
"Guinea-Bissau","2018",40,14921,38000,2000,1.13,0.93,1700
"Guinea-Bissau","2019",45,16734,38000,1800,0.98,0.86,1600
"Guinea-Bissau","2020",59,21967,37000,1700,0.88,0.77,1500
"Guinea-Bissau","2021",48,17874,37666.6666666667,1833.33333333333,0.996666666666667,0.853333333333333,1600
"Guinea-Bissau","2022",50.6666666666667,18858.3333333333,37555.5555555556,1777.77777777778,0.952222222222222,0.827777777777778,1566.66666666667
"Guinea-Bissau","2023",52.5555555555556,19566.4444444444,37407.4074074074,1770.37037037037,0.942962962962963,0.817037037037037,1555.55555555556
"Guinea-Bissau","2024",50.4074074074074,18766.2592592593,37543.2098765432,1793.82716049383,0.963950617283951,0.832716049382716,1574.07407407407
"Guinea-Bissau","2025",51.2098765432099,19063.6790123457,37502.0576131687,1780.65843621399,0.953045267489712,0.825843621399177,1565.43209876543
"Guyana","2010",43,3059,7100,500,0.62,0.09,100
"Guyana","2011",47,3432,7300,500,0.59,0.09,100
"Guyana","2012",49,3717,7600,500,0.57,0.09,100
"Guyana","2013",52,4054,7800,500,0.54,0.09,100
"Guyana","2014",53,4295,8000,500,0.53,0.11,100
"Guyana","2015",55,4538,8200,500,0.51,0.12,100
"Guyana","2016",58,4905,8400,500,0.5,0.13,200
"Guyana","2017",61,5237,8600,500,0.49,0.14,200
"Guyana","2018",64,5557,8700,500,0.46,0.14,200
"Guyana","2019",67,5966,8800,500,0.43,0.13,200
"Guyana","2020",66,5889,9000,500,0.43,0.13,200
"Guyana","2021",65.6666666666667,5804,8833.33333333333,500,0.44,0.133333333333333,200
"Guyana","2022",66.2222222222222,5886.33333333333,8877.77777777778,500,0.433333333333333,0.131111111111111,200
"Guyana","2023",65.962962962963,5859.77777777778,8903.7037037037,500,0.434444444444444,0.131481481481481,200
"Guyana","2024",65.9506172839506,5850.03703703704,8871.60493827161,500,0.435925925925926,0.131975308641975,200
"Guyana","2025",66.0452674897119,5865.38271604938,8884.3621399177,500,0.434567901234568,0.131522633744856,200
"Haiti","2010",21,29171,140000,8900,0.91,0.59,5900
"Haiti","2011",25,34878,140000,8400,0.86,0.6,6000
"Haiti","2012",31,43211,140000,8000,0.8,0.55,5700
"Haiti","2013",39,54748,140000,7800,0.77,0.48,5000
"Haiti","2014",43,62349,140000,7500,0.73,0.41,4400
"Haiti","2015",47,68814,150000,7200,0.69,0.37,4000
"Haiti","2016",57,83216,150000,7000,0.66,0.35,3800
"Haiti","2017",64,94381,150000,6400,0.59,0.29,3200
"Haiti","2018",61,91498,150000,5700,0.53,0.24,2600
"Haiti","2019",73,109993,150000,5700,0.52,0.23,2600
"Haiti","2020",80,122224,150000,5000,0.45,0.19,2200
"Haiti","2021",71.3333333333333,107905,150000,5466.66666666667,0.5,0.22,2466.66666666667
"Haiti","2022",74.7777777777778,113374,150000,5388.88888888889,0.49,0.213333333333333,2422.22222222222
"Haiti","2023",75.3703703703704,114501,150000,5285.18518518519,0.48,0.207777777777778,2362.96296296296
"Haiti","2024",73.8271604938272,111926.666666667,150000,5380.24691358025,0.49,0.213703703703704,2417.28395061728
"Haiti","2025",74.6584362139918,113267.222222222,150000,5351.44032921811,0.486666666666667,0.211604938271605,2400.82304526749
"Honduras","2010",31,7718,25000,1000,0.09,0.14,1200
"Honduras","2011",34,8355,24000,1000,0.09,0.13,1100
"Honduras","2012",37,8970,24000,1000,0.09,0.12,1000
"Honduras","2013",40,9569,24000,1000,0.08,0.11,1000
"Honduras","2014",43,9926,23000,1000,0.08,0.1,1000
"Honduras","2015",45,10457,23000,1000,0.08,0.1,1000
"Honduras","2016",48,10848,23000,1000,0.08,0.09,1000
"Honduras","2017",51,11506,23000,1000,0.08,0.08,1000
"Honduras","2018",52,11667,22000,1000,0.08,0.07,1000
"Honduras","2019",53,11849,22000,1000,0.08,0.07,1000
"Honduras","2020",54,11956,22000,1000,0.07,0.07,1000
"Honduras","2021",53,11824,22000,1000,0.0766666666666667,0.07,1000
"Honduras","2022",53.3333333333333,11876.3333333333,22000,1000,0.0755555555555556,0.07,1000
"Honduras","2023",53.4444444444444,11885.4444444444,22000,1000,0.0740740740740741,0.07,1000
"Honduras","2024",53.2592592592593,11861.9259259259,22000,1000,0.0754320987654321,0.07,1000
"Honduras","2025",53.3456790123457,11874.5679012346,22000,1000,0.0750205761316872,0.07,1000
"Hungary","2010",0,0,0,0,0,0,0
"Hungary","2011",0,0,0,0,0,0,0
"Hungary","2012",0,0,0,0,0,0,0
"Hungary","2013",0,0,0,0,0,0,0
"Hungary","2014",0,0,0,0,0,0,0
"Hungary","2015",0,0,0,0,0,0,0
"Hungary","2016",0,0,0,0,0,0,0
"Hungary","2017",0,0,0,0,0,0,0
"Hungary","2018",0,0,0,0,0,0,0
"Hungary","2019",0,0,0,0,0,0,0
"Hungary","2020",0,0,0,0,0,0,0
"Hungary","2021",0,0,0,0,0,0,0
"Hungary","2022",0,0,0,0,0,0,0
"Hungary","2023",0,0,0,0,0,0,0
"Hungary","2024",0,0,0,0,0,0,0
"Hungary","2025",0,0,0,0,0,0,0
"Iceland","2010",62,137,500,100,0.04,0.01,100
"Iceland","2011",64,147,500,100,0.04,0.01,100
"Iceland","2012",65,157,500,100,0.04,0.01,100
"Iceland","2013",66,167,500,100,0.04,0.01,100
"Iceland","2014",68,178,500,100,0.04,0.01,100
"Iceland","2015",69,188,500,100,0.04,0.01,100
"Iceland","2016",71,199,500,100,0.04,0.01,100
"Iceland","2017",77,225,500,100,0.04,0.01,100
"Iceland","2018",83,253,500,100,0.04,0.01,100
"Iceland","2019",85,269,500,100,0.04,0.01,100
"Iceland","2020",88,286,500,100,0.04,0.01,100
"Iceland","2021",85.3333333333333,269.333333333333,500,100,0.04,0.01,100
"Iceland","2022",86.1111111111111,274.777777777778,500,100,0.04,0.01,100
"Iceland","2023",86.4814814814815,276.703703703704,500,100,0.04,0.01,100
"Iceland","2024",85.9753086419753,273.604938271605,500,100,0.04,0.01,100
"Iceland","2025",86.1893004115226,275.028806584362,500,100,0.04,0.01,100
"India","2010",15,412125,2700000,0,0.08,0,0
"India","2011",19,516412,2700000,0,0.08,0,0
"India","2012",24,632397,2600000,0,0.07,0,0
"India","2013",31,775466,2500000,0,0.07,0,0
"India","2014",34,851883,2500000,0,0.06,0,0
"India","2015",38,940187,2400000,0,0.06,0,0
"India","2016",44,1050326,2400000,0,0.05,0,0
"India","2017",51,1200965,2400000,0,0.05,0,0
"India","2018",55,1293001,2400000,0,0.05,0,0
"India","2019",63,1486001,2300000,0,0.04,0,0
"India","2020",64,1494399,2300000,0,0.04,0,0
"India","2021",60.6666666666667,1424467,2333333.33333333,0,0.0433333333333333,0,0
"India","2022",62.5555555555556,1468289,2311111.11111111,0,0.0411111111111111,0,0
"India","2023",62.4074074074074,1462385,2314814.81481481,0,0.0414814814814815,0,0
"India","2024",61.8765432098765,1451713.66666667,2319753.08641975,0,0.0419753086419753,0,0
"India","2025",62.2798353909465,1460795.88888889,2315226.33744856,0,0.041522633744856,0,0
"Indonesia","2010",5,20090,390000,48000,0.2,0.05,12000
"Indonesia","2011",6,24861,430000,48000,0.2,0.06,14000
"Indonesia","2012",7,31195,450000,46000,0.19,0.07,17000
"Indonesia","2013",8,37798,480000,44000,0.18,0.07,19000
"Indonesia","2014",10,50304,5e+05,41000,0.16,0.08,21000
"Indonesia","2015",12,63199,510000,38000,0.15,0.09,22000
"Indonesia","2016",15,77748,520000,35000,0.14,0.09,23000
"Indonesia","2017",17,91369,530000,33000,0.13,0.09,24000
"Indonesia","2018",20,108479,540000,32000,0.12,0.09,24000
"Indonesia","2019",24,127613,540000,29000,0.11,0.09,24000
"Indonesia","2020",26,142906,540000,28000,0.1,0.09,24000
"Indonesia","2021",23.3333333333333,126332.666666667,540000,29666.6666666667,0.11,0.09,24000
"Indonesia","2022",24.4444444444444,132283.888888889,540000,28888.8888888889,0.106666666666667,0.09,24000
"Indonesia","2023",24.5925925925926,133840.851851852,540000,28851.8518518519,0.105555555555556,0.09,24000
"Indonesia","2024",24.1234567901235,130819.135802469,540000,29135.8024691358,0.107407407407407,0.09,24000
"Indonesia","2025",24.3868312757202,132314.625514403,540000,28958.8477366255,0.106543209876543,0.09,24000
"Iran(IslamicRepublicof)","2010",2,1684,70000,4900,0.07,0.05,3600
"Iran(IslamicRepublicof)","2011",3,2348,69000,4100,0.06,0.05,3900
"Iran(IslamicRepublicof)","2012",5,3221,68000,3500,0.05,0.05,4100
"Iran(IslamicRepublicof)","2013",6,4266,66000,3200,0.04,0.06,4300
"Iran(IslamicRepublicof)","2014",9,5517,64000,2900,0.04,0.06,4300
"Iran(IslamicRepublicof)","2015",11,7015,62000,2700,0.03,0.05,4200
"Iran(IslamicRepublicof)","2016",15,8982,60000,2600,0.03,0.05,4100
"Iran(IslamicRepublicof)","2017",20,11279,58000,2400,0.03,0.05,3800
"Iran(IslamicRepublicof)","2018",24,13412,56000,2400,0.03,0.04,3500
"Iran(IslamicRepublicof)","2019",27,15051,55000,2400,0.03,0.04,3300
"Iran(IslamicRepublicof)","2020",29,15419,54000,2400,0.03,0.04,3200
"Iran(IslamicRepublicof)","2021",26.6666666666667,14627.3333333333,55000,2400,0.03,0.04,3333.33333333333
"Iran(IslamicRepublicof)","2022",27.5555555555556,15032.4444444444,54666.6666666667,2400,0.03,0.04,3277.77777777778
"Iran(IslamicRepublicof)","2023",27.7407407407407,15026.2592592593,54555.5555555556,2400,0.03,0.04,3270.37037037037
"Iran(IslamicRepublicof)","2024",27.320987654321,14895.3456790123,54740.7407407407,2400,0.03,0.04,3293.82716049383
"Iran(IslamicRepublicof)","2025",27.5390946502058,14984.683127572,54654.3209876543,2400,0.03,0.04,3280.65843621399
"Iraq","2010",0,5,0,0,0,0,0
"Iraq","2011",0,4,0,0,0,0,0
"Iraq","2012",0,10,0,0,0,0,0
"Iraq","2013",0,18,0,0,0,0,0
"Iraq","2014",0,13,0,0,0,0,0
"Iraq","2015",0,21,0,0,0,0,0
"Iraq","2016",0,38,0,0,0,0,0
"Iraq","2017",0,81,0,0,0,0,0
"Iraq","2018",0,102,0,0,0,0,0
"Iraq","2019",0,188,0,0,0,0,0
"Iraq","2020",0,184,0,0,0,0,0
"Iraq","2021",0,158,0,0,0,0,0
"Iraq","2022",0,176.666666666667,0,0,0,0,0
"Iraq","2023",0,172.888888888889,0,0,0,0,0
"Iraq","2024",0,169.185185185185,0,0,0,0,0
"Iraq","2025",0,172.913580246914,0,0,0,0,0
"Ireland","2010",63,2861,4600,500,0.07,0.01,100
"Ireland","2011",65,3197,4900,500,0.08,0.01,100
"Ireland","2012",68,3532,5200,500,0.08,0.01,100
"Ireland","2013",70,3867,5500,500,0.08,0.01,100
"Ireland","2014",73,4201,5800,500,0.08,0.01,100
"Ireland","2015",74,4536,6100,500,0.08,0.01,100
"Ireland","2016",76,4891,6400,500,0.08,0.01,100
"Ireland","2017",77,5224,6800,500,0.08,0.01,100
"Ireland","2018",80,5724,7100,500,0.08,0.01,100
"Ireland","2019",84,6324,7500,500,0.08,0.01,100
"Ireland","2020",85,6673,7800,500,0.08,0.01,100
"Ireland","2021",83,6240.33333333333,7466.66666666667,500,0.08,0.01,100
"Ireland","2022",84,6412.44444444444,7588.88888888889,500,0.08,0.01,100
"Ireland","2023",84,6441.92592592593,7618.51851851852,500,0.08,0.01,100
"Ireland","2024",83.6666666666667,6364.9012345679,7558.02469135802,500,0.08,0.01,100
"Ireland","2025",83.8888888888889,6406.42386831276,7588.47736625514,500,0.08,0.01,100
"Israel","2010",0,0,0,0,0,0,0
"Israel","2011",0,0,0,0,0,0,0
"Israel","2012",0,0,0,0,0,0,0
"Israel","2013",0,0,0,0,0,0,0
"Israel","2014",0,0,0,0,0,0,0
"Israel","2015",0,0,0,0,0,0,0
"Israel","2016",0,0,0,0,0,0,0
"Israel","2017",0,0,0,0,0,0,0
"Israel","2018",0,0,0,0,0,0,0
"Israel","2019",0,0,0,0,0,0,0
"Israel","2020",0,0,0,0,0,0,0
"Israel","2021",0,0,0,0,0,0,0
"Israel","2022",0,0,0,0,0,0,0
"Israel","2023",0,0,0,0,0,0,0
"Israel","2024",0,0,0,0,0,0,0
"Israel","2025",0,0,0,0,0,0,0
"Italy","2010",65,72154,110000,4800,0.08,0,0
"Italy","2011",68,77315,110000,4600,0.08,0,0
"Italy","2012",70,82480,120000,4500,0.08,0,0
"Italy","2013",72,87205,120000,4400,0.07,0,0
"Italy","2014",74,91927,120000,4200,0.07,0,0
"Italy","2015",75,95967,130000,4100,0.07,0,0
"Italy","2016",77,100005,130000,4000,0.07,0,0
"Italy","2017",82,108797,130000,3800,0.06,0,0
"Italy","2018",87,117581,130000,3300,0.06,0,0
"Italy","2019",87,118821,140000,2800,0.05,0,0
"Italy","2020",91,124775,140000,2500,0.04,0,0
"Italy","2021",88.3333333333333,120392.333333333,136666.666666667,2866.66666666667,0.05,0,0
"Italy","2022",88.7777777777778,121329.444444444,138888.888888889,2722.22222222222,0.0466666666666667,0,0
"Italy","2023",89.3703703703704,122165.592592593,138518.518518519,2696.2962962963,0.0455555555555556,0,0
"Italy","2024",88.8271604938272,121295.790123457,138024.691358025,2761.72839506173,0.0474074074074074,0,0
"Italy","2025",88.9917695473251,121596.942386831,138477.366255144,2726.74897119342,0.0465432098765432,0,0
"Jamaica","2010",21,5826,27000,1900,0.68,0.36,1000
"Jamaica","2011",24,6669,28000,1900,0.67,0.37,1100
"Jamaica","2012",26,7495,28000,1900,0.66,0.38,1100
"Jamaica","2013",30,8768,29000,1800,0.65,0.36,1000
"Jamaica","2014",32,9464,30000,1800,0.63,0.34,1000
"Jamaica","2015",33,10055,30000,1800,0.62,0.34,1000
"Jamaica","2016",36,10940,31000,1700,0.61,0.35,1000
"Jamaica","2017",38,11887,31000,1700,0.6,0.34,1000
"Jamaica","2018",40,12669,32000,1700,0.59,0.34,1000
"Jamaica","2019",44,14155,32000,1600,0.57,0.31,1000
"Jamaica","2020",40,13082,32000,1500,0.53,0.28,1000
"Jamaica","2021",41.3333333333333,13302,32000,1600,0.563333333333333,0.31,1000
"Jamaica","2022",41.7777777777778,13513,32000,1566.66666666667,0.554444444444444,0.3,1000
"Jamaica","2023",41.037037037037,13299,32000,1555.55555555556,0.549259259259259,0.296666666666667,1000
"Jamaica","2024",41.3827160493827,13371.3333333333,32000,1574.07407407407,0.555679012345679,0.302222222222222,1000
"Jamaica","2025",41.3991769547325,13394.4444444444,32000,1565.43209876543,0.553127572016461,0.29962962962963,1000
"Japan","2010",0,0,22000,1300,0.01,0.01,200
"Japan","2011",0,0,23000,1300,0.01,0.01,200
"Japan","2012",0,0,24000,1300,0.01,0.01,200
"Japan","2013",0,0,25000,1200,0.01,0.01,500
"Japan","2014",0,0,26000,1200,0.01,0.01,500
"Japan","2015",0,0,27000,1200,0.01,0.01,500
"Japan","2016",0,0,28000,1000,0.01,0.01,200
"Japan","2017",0,0,28000,1000,0.01,0.01,100
"Japan","2018",0,0,29000,1000,0.01,0.01,100
"Japan","2019",0,0,29000,1000,0.01,0.01,100
"Japan","2020",0,0,30000,1000,0.01,0.01,100
"Japan","2021",0,0,29333.3333333333,1000,0.01,0.01,100
"Japan","2022",0,0,29444.4444444444,1000,0.01,0.01,100
"Japan","2023",0,0,29592.5925925926,1000,0.01,0.01,100
"Japan","2024",0,0,29456.7901234568,1000,0.01,0.01,100
"Japan","2025",0,0,29497.9423868313,1000,0.01,0.01,100
"Jordan","2010",24,105,500,100,0.01,0.01,100
"Jordan","2011",24,116,500,100,0.01,0.01,100
"Jordan","2012",25,134,1000,100,0.01,0.01,100
"Jordan","2013",25,148,1000,100,0.01,0.01,100
"Jordan","2014",26,163,1000,100,0.01,0.01,100
"Jordan","2015",27,184,1000,100,0.01,0.01,100
"Jordan","2016",30,220,1000,100,0.01,0.01,100
"Jordan","2017",32,246,1000,100,0.01,0.01,100
"Jordan","2018",35,288,1000,100,0.01,0.01,100
"Jordan","2019",37,321,1000,100,0.01,0.01,100
"Jordan","2020",37,344,1000,100,0.01,0.01,100
"Jordan","2021",36.3333333333333,317.666666666667,1000,100,0.01,0.01,100
"Jordan","2022",36.7777777777778,327.555555555556,1000,100,0.01,0.01,100
"Jordan","2023",36.7037037037037,329.740740740741,1000,100,0.01,0.01,100
"Jordan","2024",36.6049382716049,324.987654320988,1000,100,0.01,0.01,100
"Jordan","2025",36.6954732510288,327.427983539095,1000,100,0.01,0.01,100
"Kazakhstan","2010",8,1239,15000,2100,0.13,0.03,1000
"Kazakhstan","2011",11,1827,16000,1700,0.11,0.03,1000
"Kazakhstan","2012",16,2631,17000,1600,0.1,0.03,1000
"Kazakhstan","2013",20,3573,18000,1800,0.11,0.03,500
"Kazakhstan","2014",24,4641,20000,2100,0.12,0.02,500
"Kazakhstan","2015",29,6286,22000,2400,0.14,0.02,500
"Kazakhstan","2016",33,8003,24000,2800,0.16,0.02,500
"Kazakhstan","2017",42,11275,27000,3100,0.17,0.02,500
"Kazakhstan","2018",51,14950,29000,2900,0.16,0.01,500
"Kazakhstan","2019",55,17535,32000,3300,0.18,0.01,500
"Kazakhstan","2020",57,20176,35000,3700,0.19,0.01,500
"Kazakhstan","2021",54.3333333333333,17553.6666666667,32000,3300,0.176666666666667,0.01,500
"Kazakhstan","2022",55.4444444444444,18421.5555555556,33000,3433.33333333333,0.182222222222222,0.01,500
"Kazakhstan","2023",55.5925925925926,18717.0740740741,33333.3333333333,3477.77777777778,0.182962962962963,0.01,500
"Kazakhstan","2024",55.1234567901235,18230.7654320988,32777.7777777778,3403.7037037037,0.180617283950617,0.01,500
"Kazakhstan","2025",55.3868312757202,18456.4650205761,33037.037037037,3438.27160493827,0.181934156378601,0.01,500
"Kenya","2010",31,432622,1400000,71000,1.96,1.38,53000
"Kenya","2011",39,538985,1400000,63000,1.72,1.18,46000
"Kenya","2012",43,603997,1400000,61000,1.62,1,40000
"Kenya","2013",47,656369,1400000,59000,1.51,0.89,37000
"Kenya","2014",54,755226,1400000,54000,1.37,0.84,35000
"Kenya","2015",63,897644,1400000,48000,1.18,0.76,33000
"Kenya","2016",72,1018905,1400000,43000,1.03,0.64,28000
"Kenya","2017",78,1112750,1400000,40000,0.93,0.55,25000
"Kenya","2018",77,1092113,1400000,35000,0.8,0.48,22000
"Kenya","2019",81,1160057,1400000,35000,0.77,0.42,20000
"Kenya","2020",86,1229955,1400000,33000,0.72,0.4,19000
"Kenya","2021",81.3333333333333,1160708.33333333,1400000,34333.3333333333,0.763333333333333,0.433333333333333,20333.3333333333
"Kenya","2022",82.7777777777778,1183573.44444444,1400000,34111.1111111111,0.751111111111111,0.417777777777778,19777.7777777778
"Kenya","2023",83.3703703703704,1191412.25925926,1400000,33814.8148148148,0.744814814814815,0.417037037037037,19703.7037037037
"Kenya","2024",82.4938271604938,1178564.67901235,1400000,34086.4197530864,0.753086419753087,0.422716049382716,19938.2716049383
"Kenya","2025",82.880658436214,1184516.79423868,1400000,34004.1152263375,0.749670781893004,0.41917695473251,19806.5843621399
"Kuwait","2010",0,139,0,0,0,0,0
"Kuwait","2011",0,189,0,0,0,0,0
"Kuwait","2012",0,204,0,0,0,0,0
"Kuwait","2013",0,242,0,0,0,0,0
"Kuwait","2014",0,256,0,0,0,0,0
"Kuwait","2015",0,265,0,0,0,0,0
"Kuwait","2016",0,320,0,0,0,0,0
"Kuwait","2017",0,349,0,0,0,0,0
"Kuwait","2018",0,395,0,0,0,0,0
"Kuwait","2019",0,451,0,0,0,0,0
"Kuwait","2020",0,517,0,0,0,0,0
"Kuwait","2021",0,454.333333333333,0,0,0,0,0
"Kuwait","2022",0,474.111111111111,0,0,0,0,0
"Kuwait","2023",0,481.814814814815,0,0,0,0,0
"Kuwait","2024",0,470.086419753086,0,0,0,0,0
"Kuwait","2025",0,475.337448559671,0,0,0,0,0
"Kyrgyzstan","2010",9,356,3800,1000,0.12,0.02,100
"Kyrgyzstan","2011",11,486,4300,1000,0.13,0.02,200
"Kyrgyzstan","2012",14,662,4800,1000,0.13,0.02,200
"Kyrgyzstan","2013",21,1116,5300,1000,0.12,0.02,200
"Kyrgyzstan","2014",28,1671,5900,1000,0.11,0.02,100
"Kyrgyzstan","2015",32,2076,6400,1000,0.11,0.01,100
"Kyrgyzstan","2016",38,2639,7000,1000,0.11,0.01,100
"Kyrgyzstan","2017",42,3205,7500,1000,0.11,0.01,100
"Kyrgyzstan","2018",46,3710,8100,1000,0.11,0.01,100
"Kyrgyzstan","2019",47,4058,8700,1000,0.11,0.01,100
"Kyrgyzstan","2020",48,4442,9200,1000,0.11,0.01,100
"Kyrgyzstan","2021",47,4070,8666.66666666667,1000,0.11,0.01,100
"Kyrgyzstan","2022",47.3333333333333,4190,8855.55555555555,1000,0.11,0.01,100
"Kyrgyzstan","2023",47.4444444444444,4234,8907.40740740741,1000,0.11,0.01,100
"Kyrgyzstan","2024",47.2592592592593,4164.66666666667,8809.87654320988,1000,0.11,0.01,100
"Kyrgyzstan","2025",47.3456790123457,4196.22222222222,8857.61316872428,1000,0.11,0.01,100
"LaoPeople'sDemocraticRepublic","2010",19,1690,9000,1000,0.17,0.03,200
"LaoPeople'sDemocraticRepublic","2011",20,1988,9800,1000,0.17,0.03,500
"LaoPeople'sDemocraticRepublic","2012",23,2375,10000,1000,0.16,0.04,500
"LaoPeople'sDemocraticRepublic","2013",25,2787,11000,1000,0.16,0.04,500
"LaoPeople'sDemocraticRepublic","2014",28,3336,12000,1000,0.16,0.05,500
"LaoPeople'sDemocraticRepublic","2015",31,3879,12000,1000,0.15,0.05,500
"LaoPeople'sDemocraticRepublic","2016",36,4646,13000,1000,0.15,0.05,500
"LaoPeople'sDemocraticRepublic","2017",42,5631,14000,1000,0.14,0.05,500
"LaoPeople'sDemocraticRepublic","2018",46,6484,14000,1000,0.14,0.05,500
"LaoPeople'sDemocraticRepublic","2019",50,7300,15000,1000,0.13,0.04,500
"LaoPeople'sDemocraticRepublic","2020",54,8189,15000,1000,0.13,0.04,500
"LaoPeople'sDemocraticRepublic","2021",50,7324.33333333333,14666.6666666667,1000,0.133333333333333,0.0433333333333333,500
"LaoPeople'sDemocraticRepublic","2022",51.3333333333333,7604.44444444444,14888.8888888889,1000,0.131111111111111,0.0411111111111111,500
"LaoPeople'sDemocraticRepublic","2023",51.7777777777778,7705.92592592593,14851.8518518519,1000,0.131481481481481,0.0414814814814815,500
"LaoPeople'sDemocraticRepublic","2024",51.037037037037,7544.9012345679,14802.4691358025,1000,0.131975308641975,0.0419753086419753,500
"LaoPeople'sDemocraticRepublic","2025",51.3827160493827,7618.42386831276,14847.7366255144,1000,0.131522633744856,0.041522633744856,500
"Latvia","2010",0,0,0,0,0,0,0
"Latvia","2011",0,0,0,0,0,0,0
"Latvia","2012",0,0,0,0,0,0,0
"Latvia","2013",0,0,0,0,0,0,0
"Latvia","2014",0,0,0,0,0,0,0
"Latvia","2015",0,0,0,0,0,0,0
"Latvia","2016",0,0,0,0,0,0,0
"Latvia","2017",0,0,0,0,0,0,0
"Latvia","2018",0,0,0,0,0,0,0
