Belgium,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Belize,779,,861,,864,,985,,1059,,1128,,1268,,1293,,1383,,1530,,1490,
Benin,20 108,,25 535,,27 888,,24 811,,28 850,,33 602,,38 111,,38 360,,44 232,,48 986,,52 497,
Bhutan,65,,86,,120,,158,,193,,267,,317,,405,,483,,548,,598,
Bolivia (Plurinational State of),1261,,1266,,2346,,2965,,3803,,5274,,6429,,7556,,9895,,11 639,,11 784,
Bosnia and Herzegovina,49,"Children estimates were not available at the time of publication.",64,"Children estimates were not available at the time of publication.",80,"Children estimates were not available at the time of publication.",96,"Children estimates were not available at the time of publication.",94,"Children estimates were not available at the time of publication.",117,"Children estimates were not available at the time of publication.",163,"Children estimates were not available at the time of publication.",204,"Children estimates were not available at the time of publication.",225,"Children estimates were not available at the time of publication.",247,"Children estimates were not available at the time of publication.",270,"Children estimates were not available at the time of publication."
Botswana,159 350,,177 776,,205 036,,223 506,,232 292,,255 119,,273 054,,285 983,,307 377,,313 850,,324 931,
Brazil,346 398,,373 835,,400 976,,428 313,,456 126,,484 494,,520 478,,550 028,,581 182,,613 951,,648 971,
Brunei Darussalam,22,"Estimates were not available at the time of publication.",28,"Estimates were not available at the time of publication.",33,"Estimates were not available at the time of publication.",41,"Estimates were not available at the time of publication.",51,"Estimates were not available at the time of publication.",62,"Estimates were not available at the time of publication.",142,"Estimates were not available at the time of publication.",167,"Estimates were not available at the time of publication.",190,"Estimates were not available at the time of publication.",186,"Estimates were not available at the time of publication.",241,"Estimates were not available at the time of publication."
Bulgaria,386,"Children estimates were not available at the time of publication.",455,"Children estimates were not available at the time of publication.",542,"Children estimates were not available at the time of publication.",637,"Children estimates were not available at the time of publication.",723,"Children estimates were not available at the time of publication.",829,"Children estimates were not available at the time of publication.",891,"Children estimates were not available at the time of publication.",1204,"Children estimates were not available at the time of publication.",1457,"Children estimates were not available at the time of publication.",1658,"Children estimates were not available at the time of publication.",1790,"Children estimates were not available at the time of publication."
Burkina Faso,31 543,,36 248,,38 652,,42 126,,46 623,,52 248,,57 177,,64 076,,60 038,,68 729,,70 156,
Burundi,22 735,,26 402,,29 121,,32 801,,36 888,,42 169,,51 917,,60 115,,65 483,,71 743,,73 033,
Cabo Verde,593,,693,,864,,996,,1211,,1355,,1616,,1809,,2153,,2368,,2556,
Cambodia,40 515,,44 013,,46 433,,48 309,,50 435,,52 454,,54 653,,56 668,,59 209,,61 371,,62 310,
Cameroon,89 455,,105 653,,122 783,,131 594,,145 038,,168 249,,205 382,,253 793,,281 083,,311 948,,367 871,
Canada,...,,...,,...,,...,,39 586,,...,,42 532,,...,,46 051,,...,,...,
Central African Republic,15 287,,14 405,,16 632,,16 568,,24 142,,28 303,,31 593,,36 703,,39 641,,47 032,,50 805,
Chad,31 919,,32 832,,36 526,,38 873,,47 148,,57 316,,44 207,,51 868,,61 352,,69 379,,77 017,
Chile,14 356,,15 617,,19 071,,22 706,,25 106,,28 081,,32 738,,39 088,,45 103,,50 270,,54 153,
China,87 950,"Estimates were not available at the time of publication.",128 473,"Estimates were not available at the time of publication.",172 740,"Estimates were not available at the time of publication.",230 826,"Estimates were not available at the time of publication.",299 212,"Estimates were not available at the time of publication.",386 139,"Estimates were not available at the time of publication.",494 657,"Estimates were not available at the time of publication.",609 829,"Estimates were not available at the time of publication.",718 499,"Estimates were not available at the time of publication.",863 189,"Estimates were not available at the time of publication.",978 138,"Estimates were not available at the time of publication."
Colombia,22 588,,31 270,,37 386,,45 571,,55 319,,66 889,,75 993,,78 228,,83 677,,89 022,,115 991,
Comoros,17,,19,,24,,27,,30,,40,,44,,50,,60,,77,,85,
Congo,14 870,,16 881,,17 234,,19 563,,19 346,,25 246,,27 296,,29 060,,31 226,,26 030,,27 371,
Costa Rica,3345,,3692,,3955,,4314,,4672,,5623,,6183,,6960,,8113,,9081,,8308,
Croatia,489,"Children estimates were not available at the time of publication.",552,"Children estimates were not available at the time of publication.",620,"Children estimates were not available at the time of publication.",690,"Children estimates were not available at the time of publication.",771,"Children estimates were not available at the time of publication.",880,"Children estimates were not available at the time of publication.",987,"Children estimates were not available at the time of publication.",1059,"Children estimates were not available at the time of publication.",1146,"Children estimates were not available at the time of publication.",1200,"Children estimates were not available at the time of publication.",1265,"Children estimates were not available at the time of publication."
Cuba,6001,,7463,,8742,,10 193,,12 597,,15 241,,17 242,,19 466,,21 946,,24 514,,24 863,
Cyprus,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Czechia,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Côte d'Ivoire,81 458,,98 464,,109 925,,122 959,,140 710,,158 002,,189 964,,230 463,,252 125,,269 137,,280 848,
Democratic People's Republic of Korea,0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",0,"Estimates were not available at the time of publication.",3,"Estimates were not available at the time of publication.",3000,"Estimates were not available at the time of publication.",3000,"Estimates were not available at the time of publication.",3000,"Estimates were not available at the time of publication.",3000,"Estimates were not available at the time of publication.",22,"Estimates were not available at the time of publication."
Democratic Republic of the Congo,43 790,,53 393,,66 305,,79 560,,101 324,,121 762,,157 072,,213 995,,256 486,,321 222,,376 617,
Denmark,3576,"Children estimates were not available at the time of publication.",3862,"Children estimates were not available at the time of publication.",4149,"Children estimates were not available at the time of publication.",4235,"Children estimates were not available at the time of publication.",4667,"Children estimates were not available at the time of publication.",4947,"Children estimates were not available at the time of publication.",5207,"Children estimates were not available at the time of publication.",5447,"Children estimates were not available at the time of publication.",5657,"Children estimates were not available at the time of publication.",5923,"Children estimates were not available at the time of publication.",6023,"Children estimates were not available at the time of publication."
Djibouti,967,,1042,,1287,,1381,,1593,,1945,,2229,,2454,,2680,,1928,,2063,
Dominican Republic,14 823,,17 023,,19 261,,20 780,,23 346,,25 235,,27 357,,29 708,,32 265,,34 839,,38 270,
Ecuador,7168,,8947,,9396,,10 234,,12 624,,15 491,,18 275,,21 526,,25 148,,30 812,,34 121,
Egypt,579,,743,,939,,1224,,1780,,2220,,3168,,4753,,6693,,8364,,10 352,
El Salvador,8482,,8890,,9271,,10 140,,10 549,,10 803,,11 536,,11 780,,11 862,,13 321,,13 843,
Equatorial Guinea,2291,,3895,,5927,,10 910,,11 361,,10 830,,14 881,,20 563,,21 368,,22 900,,25 703,
Eritrea,4699,,5554,,6356,,7085,,7862,,8431,,8712,,8795,,8907,,8835,,9078,
Estonia,1809,"Children estimates were not available at the time of publication.",2174,"Children estimates were not available at the time of publication.",2531,"Children estimates were not available at the time of publication.",2712,"Children estimates were not available at the time of publication.",3021,"Children estimates were not available at the time of publication.",3519,"Children estimates were not available at the time of publication.",3890,"Children estimates were not available at the time of publication.",4136,"Children estimates were not available at the time of publication.",4343,"Children estimates were not available at the time of publication.",4510,"Children estimates were not available at the time of publication.",4675,"Children estimates were not available at the time of publication."
Eswatini,60 757,,69 110,,79 524,,92 343,,113 669,,133 958,,155 177,,174 103,,177 156,,191 782,,204 286,
Ethiopia,222 333,,265 140,,288 100,,317 403,,361 615,,384 528,,420 642,,437 532,,450 030,,468 848,,483 127,
Fiji,79,,96,,160,,165,,195,,202,,222,,274,,352,,434,,506,
Finland,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
France,104 759,"Children estimates were not available at the time of publication.",109 493,"Children estimates were not available at the time of publication.",114 230,"Children estimates were not available at the time of publication.",118 961,"Children estimates were not available at the time of publication.",124 151,"Children estimates were not available at the time of publication.",130 184,"Children estimates were not available at the time of publication.",134 669,"Children estimates were not available at the time of publication.",142 208,"Children estimates were not available at the time of publication.",148 218,"Children estimates were not available at the time of publication.",154 227,"Children estimates were not available at the time of publication.",160 235,"Children estimates were not available at the time of publication."
Gabon,11 013,,12 694,,15 006,,19 955,,21 759,,27 037,,30 372,,33 401,,35 634,,26 104,,24 208,
Gambia,2030,,3121,,3842,,3997,,4586,,5022,,6081,,6773,,7541,,8229,,8286,
Georgia,830,,1122,,1679,,2092,,2541,,3044,,3638,,4144,,4597,,5098,,5442,
Germany,45 252,"Children estimates were not available at the time of publication.",48 359,"Children estimates were not available at the time of publication.",51 465,"Children estimates were not available at the time of publication.",54 771,"Children estimates were not available at the time of publication.",58 081,"Children estimates were not available at the time of publication.",61 491,"Children estimates were not available at the time of publication.",65 096,"Children estimates were not available at the time of publication.",68 903,"Children estimates were not available at the time of publication.",71 509,"Children estimates were not available at the time of publication.",76 915,"Children estimates were not available at the time of publication.",79 748,"Children estimates were not available at the time of publication."
Ghana,40 575,,59 007,,69 870,,75 762,,83 712,,81 987,,92 335,,102 684,,113 171,,153 901,,208 811,
Greece,4486,"Children estimates were not available at the time of publication.",4969,"Children estimates were not available at the time of publication.",5547,"Children estimates were not available at the time of publication.",6283,"Children estimates were not available at the time of publication.",6983,"Children estimates were not available at the time of publication.",7822,"Children estimates were not available at the time of publication.",8667,"Children estimates were not available at the time of publication.",9220,"Children estimates were not available at the time of publication.",10 028,"Children estimates were not available at the time of publication.",10 640,"Children estimates were not available at the time of publication.",11 129,"Children estimates were not available at the time of publication."
Guatemala,12 053,,13 585,,15 136,,16 398,,16 876,,16 370,,16 641,,17 872,,19 723,,20 926,,21 113,
Guinea,19 883,,23 047,,27 685,,28 248,,32 331,,34 774,,37 321,,41 508,,48 574,,59 189,,55 993,
Guinea-Bissau,3813,,5104,,6470,,6913,,8127,,9480,,11 860,,11 985,,14 921,,16 734,,21 967,
Guyana,3059,,3432,,3717,,4054,,4295,,4538,,4905,,5237,,5557,,5966,,5889,
Haiti,29 171,,34 878,,43 211,,54 748,,62 349,,68 814,,83 216,,94 381,,91 498,,109 993,,122 224,
Honduras,7718,,8355,,8970,,9569,,9926,,10 457,,10 848,,11 506,,11 667,,11 849,,11 956,
Hungary,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Iceland,137,"Children estimates were not available at the time of publication.",147,"Children estimates were not available at the time of publication.",157,"Children estimates were not available at the time of publication.",167,"Children estimates were not available at the time of publication.",178,"Children estimates were not available at the time of publication.",188,"Children estimates were not available at the time of publication.",199,"Children estimates were not available at the time of publication.",225,"Children estimates were not available at the time of publication.",253,"Children estimates were not available at the time of publication.",269,"Children estimates were not available at the time of publication.",286,"Children estimates were not available at the time of publication."
India,412 125,"Estimates were not available at the time of publication.",516 412,"Estimates were not available at the time of publication.",632 397,"Estimates were not available at the time of publication.",775 466,"Estimates were not available at the time of publication.",851 883,"Estimates were not available at the time of publication.",940 187,"Estimates were not available at the time of publication.",1 050 326,"Estimates were not available at the time of publication.",1 200 965,"Estimates were not available at the time of publication.",1 293 001,"Estimates were not available at the time of publication.",1 486 001,"Estimates were not available at the time of publication.",1 494 399,"Estimates were not available at the time of publication."
Indonesia,20 090,,24 861,,31 195,,37 798,,50 304,,63 199,,77 748,,91 369,,108 479,,127 613,,142 906,
Iran (Islamic Republic of),1684,,2348,,3221,,4266,,5517,,7015,,8982,,11 279,,13 412,,15 051,,15 419,
Iraq,5,"Estimates were not available at the time of publication.",4,"Estimates were not available at the time of publication.",10,"Estimates were not available at the time of publication.",18,"Estimates were not available at the time of publication.",13,"Estimates were not available at the time of publication.",21,"Estimates were not available at the time of publication.",38,"Estimates were not available at the time of publication.",81,"Estimates were not available at the time of publication.",102,"Estimates were not available at the time of publication.",188,"Estimates were not available at the time of publication.",184,"Estimates were not available at the time of publication."
Ireland,2861,"Children estimates were not available at the time of publication.",3197,"Children estimates were not available at the time of publication.",3532,"Children estimates were not available at the time of publication.",3867,"Children estimates were not available at the time of publication.",4201,"Children estimates were not available at the time of publication.",4536,"Children estimates were not available at the time of publication.",4891,"Children estimates were not available at the time of publication.",5224,"Children estimates were not available at the time of publication.",5724,"Children estimates were not available at the time of publication.",6324,"Children estimates were not available at the time of publication.",6673,"Children estimates were not available at the time of publication."
Israel,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Italy,72 154,"Children estimates were not available at the time of publication.",77 315,"Children estimates were not available at the time of publication.",82 480,"Children estimates were not available at the time of publication.",87 205,"Children estimates were not available at the time of publication.",91 927,"Children estimates were not available at the time of publication.",95 967,"Children estimates were not available at the time of publication.",100 005,"Children estimates were not available at the time of publication.",108 797,"Children estimates were not available at the time of publication.",117 581,"Children estimates were not available at the time of publication.",118 821,"Children estimates were not available at the time of publication.",124 775,"Children estimates were not available at the time of publication."
Jamaica,5826,,6669,,7495,,8768,,9464,,10 055,,10 940,,11 887,,12 669,,14 155,,13 082,
Japan,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Jordan,105,,116,,134,,148,,163,,184,,220,,246,,288,,321,,344,
Kazakhstan,1239,,1827,,2631,,3573,,4641,,6286,,8003,,11 275,,14 950,,17 535,,20 176,
Kenya,432 622,,538 985,,603 997,,656 369,,755 226,,897 644,,1 018 905,,1 112 750,,1 092 113,,1 160 057,,1 229 955,
Kuwait,139,"Estimates were not available at the time of publication.",189,"Estimates were not available at the time of publication.",204,"Estimates were not available at the time of publication.",242,"Estimates were not available at the time of publication.",256,"Estimates were not available at the time of publication.",265,"Estimates were not available at the time of publication.",320,"Estimates were not available at the time of publication.",349,"Estimates were not available at the time of publication.",395,"Estimates were not available at the time of publication.",451,"Estimates were not available at the time of publication.",517,"Estimates were not available at the time of publication."
Kyrgyzstan,356,,486,,662,,1116,,1671,,2076,,2639,,3205,,3710,,4058,,4442,
Lao People's Democratic Republic,1690,,1988,,2375,,2787,,3336,,3879,,4646,,5631,,6484,,7300,,8189,
Latvia,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Lebanon,428,,516,,603,,709,,832,,954,,1130,,1320,,1504,,1717,,1854,
Lesotho,94 287,,98 174,,109 090,,120 872,,132 449,,153 459,,181 169,,201 509,,206 226,,220 828,,232 984,
Liberia,4412,,5839,,5478,,6429,,6910,,7391,,8076,,11 602,,13 880,,15 423,,18 515,
Libya,1726,,1906,,2148,,2346,,2659,,3046,,3324,,3537,,4067,,3436,,3257,
Lithuania,...,"Estimates were not available at the time of publication.",...,"Estimates were not available at the time of publication.",...,"Estimates were not available at the time of publication.",...,"Estimates were not available at the time of publication.",...,"Estimates were not available at the time of publication.",...,"Estimates were not available at the time of publication.",...,"Estimates were not available at the time of publication.",...,"Estimates were not available at the time of publication.",...,"Estimates were not available at the time of publication.",...,"Estimates were not available at the time of publication.",...,"Estimates were not available at the time of publication."
Luxembourg,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Madagascar,266,,396,,371,,519,,773,,1234,,1706,,2321,,3510,,5166,,5885,
Malawi,250 953,,323 566,,404 900,,472 859,,539 239,,595 634,,679 062,,750 631,,814 275,,832 908,,853 032,
Malaysia,13 091,,14 410,,14 993,,17 265,,21 541,,25 583,,35 850,,39 018,,41 401,,44 168,,46 931,
Maldives,2,"Estimates were not available at the time of publication.",3,"Estimates were not available at the time of publication.",3,"Estimates were not available at the time of publication.",5,"Estimates were not available at the time of publication.",8,"Estimates were not available at the time of publication.",9,"Estimates were not available at the time of publication.",11,"Estimates were not available at the time of publication.",17,"Estimates were not available at the time of publication.",11,"Estimates were not available at the time of publication.",11,"Estimates were not available at the time of publication.",13,"Estimates were not available at the time of publication."
Mali,24 778,,29 237,,28 751,,28 725,,31 472,,34 974,,37 902,,42 078,,47 055,,52 515,,56 901,
Malta,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Mauritania,1619,,1738,,1830,,2143,,2263,,2458,,2615,,3021,,3032,,3273,,3384,
Mauritius,654,,1359,,1537,,1818,,2351,,2521,,2516,,2690,,2756,,2837,,2936,
Mexico,64 987,,71 839,,84 122,,89 413,,97 402,,117 557,,131 879,,141 270,,164 518,,174 176,,189 643,
Mongolia,25,,38,,53,,94,,126,,147,,156,,181,,195,,198,,223,
Montenegro,44,"Children estimates were not available at the time of publication.",48,"Children estimates were not available at the time of publication.",55,"Children estimates were not available at the time of publication.",67,"Children estimates were not available at the time of publication.",81,"Children estimates were not available at the time of publication.",92,"Children estimates were not available at the time of publication.",115,"Children estimates were not available at the time of publication.",140,"Children estimates were not available at the time of publication.",161,"Children estimates were not available at the time of publication.",181,"Children estimates were not available at the time of publication.",196,"Children estimates were not available at the time of publication."
Morocco,3081,,3923,,5106,,6282,,7292,,8926,,10 645,,11 635,,13 641,,15 049,,16 527,
Mozambique,218 991,,273 561,,308 577,,469 606,,608 876,,754 682,,930 216,,1 085 027,,1 212 562,,1 338 100,,1 402 900,
Myanmar,29 826,"Estimates were not available at the time of publication.",40 128,"Estimates were not available at the time of publication.",53 709,"Estimates were not available at the time of publication.",67 643,"Estimates were not available at the time of publication.",85 361,"Estimates were not available at the time of publication.",106 320,"Estimates were not available at the time of publication.",127 402,"Estimates were not available at the time of publication.",146 826,"Estimates were not available at the time of publication.",166 969,"Estimates were not available at the time of publication.",184 624,"Estimates were not available at the time of publication.",184 697,"Estimates were not available at the time of publication."
Namibia,77 453,,94 197,,105 153,,114 260,,113 832,,130 272,,131 898,,150 850,,160 473,,177 175,,181 696,
Nepal,4867,,6484,,7719,,8866,,10 407,,11 922,,13 069,,15 260,,16 914,,18 628,,19 827,
Netherlands,12 746,"Children estimates were not available at the time of publication.",13 776,"Children estimates were not available at the time of publication.",14 828,"Children estimates were not available at the time of publication.",16 005,"Children estimates were not available at the time of publication.",17 150,"Children estimates were not available at the time of publication.",18 076,"Children estimates were not available at the time of publication.",18 785,"Children estimates were not available at the time of publication.",19 481,"Children estimates were not available at the time of publication.",20 049,"Children estimates were not available at the time of publication.",20 477,"Children estimates were not available at the time of publication.",20 958,"Children estimates were not available at the time of publication."
New Zealand,1348,"Children estimates were not available at the time of publication.",1517,"Children estimates were not available at the time of publication.",1616,"Children estimates were not available at the time of publication.",1737,"Children estimates were not available at the time of publication.",1887,"Children estimates were not available at the time of publication.",2082,"Children estimates were not available at the time of publication.",2294,"Children estimates were not available at the time of publication.",2491,"Children estimates were not available at the time of publication.",2661,"Children estimates were not available at the time of publication.",2885,"Children estimates were not available at the time of publication.",2839,"Children estimates were not available at the time of publication."
Nicaragua,1358,,1773,,2190,,2458,,2935,,3350,,3841,,4320,,5113,,5696,,5775,
Niger,7296,,9420,,11 182,,12 071,,11 286,,12 887,,15 265,,18 425,,19 793,,20 427,,21 330,
Nigeria,344 789,,401 412,,512 714,,622 538,,706 784,,787 541,,893 187,,953 613,,1 002 587,,1 148 928,,1 492 151,
North Macedonia,...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication.",...,"Children estimates were not available at the time of publication."
Norway,2814,"Children estimates were not available at the time of publication.",2962,"Children estimates were not available at the time of publication.",3109,"Children estimates were not available at the time of publication.",3254,"Children estimates were not available at the time of publication.",3402,"Children estimates were not available at the time of publication.",3549,"Children estimates were not available at the time of publication.",3670,"Children estimates were not available at the time of publication.",3790,"Children estimates were not available at the time of publication.",3912,"Children estimates were not available at the time of publication.",4042,"Children estimates were not available at the time of publication.",4176,"Children estimates were not available at the time of publication."
Oman,537,"Estimates were not available at the time of publication.",656,"Estimates were not available at the time of publication.",733,"Estimates were not available at the time of publication.",847,"Estimates were not available at the time of publication.",908,"Estimates were not available at the time of publication.",910,"Estimates were not available at the time of publication.",1046,"Estimates were not available at the time of publication.",1180,"Estimates were not available at the time of publication.",1317,"Estimates were not available at the time of publication.",1494,"Estimates were not available at the time of publication.",1686,"Estimates were not available at the time of publication."
Pakistan,1906,,2018,,3134,,3412,,5019,,6564,,8888,,12 046,,15 821,,22 947,,24 362,
